,Symbol,Description,Exchange,Last Price,Market Cap
3501,AHT-F,Ashford Hospitality Trust Inc,NYSE,0,0
3502,AHT-G,Ashford Hospitality Trust Inc,NYSE,0,0
3503,AHT-H,Ashford Hospitality Trust Inc Cum Pfd Ser H,NYSE,0,0
3504,AHT-I,Ashford Hospitality Trust Inc. 7.50% Series I Pf,NYSE,0,0
3505,AI,Arlington Asset Investment Corp,NYSE,0,0
3506,AI-B,Arlington Asset 7.00% Series B Pfd,NYSE,0,0
3507,AIC,Arlington Asset Investment Cor,NYSE,0,0
3508,AIF,Apollo Tactical Income Fund Inc,NYSE,0,0
3509,AIG,American International Group,NYSE,0,0
3510,AIG.W,American International Group,NYSE,0,0
3511,AIN,Albany International Corp,NYSE,0,0
3512,AIR,AAR Corp,NYSE,0,0
3513,AIT,Applied Industrial Technologies,NYSE,0,0
3514,AIV,Apartment Investment and Management,NYSE,0,0
3515,AIV-A,Apartment Investment and Manag,NYSE,0,0
3516,AIW,Arlington Asset Investment Cor,NYSE,0,0
3517,AIY,Apollo Investment Corp,NYSE,0,0
3518,AIZ,Assurant Inc,NYSE,0,0
3519,AIZP,Assurant Inc. 6.50% Series D Mandatory Converti,NYSE,0,0
3520,AJG,Arthur J. Gallagher & Co,NYSE,0,0
3521,AJRD,Aerojet Rocketdyne Holdings,NYSE,0,0
3522,AJX,Great Ajax Corp,NYSE,0,0
3523,AJXA,Great Ajax Corp 7.25% Convertible Senior Notes,NYSE,0,0
3524,AKO.A,Embotell Andina Sa Cl A,NYSE,0,0
3525,AKO.B,Embotell Andna Sa Cl B,NYSE,0,0
3526,AKP,Alliance California Muni,NYSE,0,0
3527,AKR,Acadia Realty Trust,NYSE,0,0
3528,AKS,AK Steel Holding Corp,NYSE,0,0
3529,AL,Air Lease Corporation Class A C,NYSE,0,0
3530,ALB,Albemarle Corp,NYSE,0,0
3531,ALE,Allete Inc,NYSE,0,0
3532,ALEX,Alexander and Baldwin Inc,NYSE,0,0
3533,ALG,Alamo Group,NYSE,0,0
3534,ALK,Alaska Air Group,NYSE,0,0
3535,ALL,Allstate Corp,NYSE,0,0
3536,ALL-A,Allstate Corporation Pfd,NYSE,0,0
3537,ALL-B,Ally Financial Inc Fixed Rate F,NYSE,0,0
3538,ALL-D,Allstate Corp,NYSE,0,0
3539,ALL-E,The Allstate Corp,NYSE,0,0
3540,ALL-F,The Allstate Corp,NYSE,0,0
3541,ALL-G,Allstate Corp Dep Shs Repstg 1/1000Th Int Non-Cu,NYSE,0,0
3542,ALL-Y,GMAC Capital Trust I Fixed Rate,NYSE,0,0
3543,ALLE,Allegion Plc Ordinary Shares Wh,NYSE,0,0
3544,ALLY,Ally Financial,NYSE,0,0
3545,ALP-Q,Alabama Power Co. Pfd,NYSE,0,0
3546,ALSN,Allison Transmission Holdings,NYSE,0,0
3547,ALV,Autoliv Inc,NYSE,0,0
3548,ALX,Alexander's Inc,NYSE,0,0
3549,AM,Antero Resources Midstream Llc,NYSE,0,0
3550,AMBR,Amber Road Inc,NYSE,0,0
3551,AMC,Amc Entertainment Holdings Inc,NYSE,0,0
3552,AME,Amtek Inc,NYSE,0,0
3553,AMG,Affiliated Managers Group,NYSE,0,0
3554,AMGP,Antero Midstream Gp LP,NYSE,0,0
3555,AMH,American Homes 4 Rent,NYSE,0,0
3556,AMH-D,American Homes 4 Rent,NYSE,0,0
3557,AMH-E,American Homes 4 Rent 6.35% Ser,NYSE,0,0
3558,AMH-F,American Homes 4 Rent Cum Red Perp Pfd Shs,NYSE,0,0
3559,AMH-G,American Homes 4 Rent Series G Pfd,NYSE,0,0
3560,AMH-H,American Homes 4 Rent Perp Cum Red Pfd Shs Ser H,NYSE,0,0
3561,AMID,American Midstreampartners LP,NYSE,0,0
3562,AMN,Amn Healthcare Services Inc,NYSE,0,0
3563,AMOV,America Movil A ADR,NYSE,0,0
3564,AMP,Ameriprise Financial Services,NYSE,0,0
3565,AMRC,Ameresco Inc,NYSE,0,0
3566,AMRX,Amneal Pharmaceuticals Inc,NYSE,0,0
3567,AMT,American Tower Corp,NYSE,0,0
3568,AMX,America Movil S.A.B. De C.V.,NYSE,0,0
3569,AN,Autonation Inc,NYSE,0,0
3570,ANDX,Andeavor Logistics LP,NYSE,0,0
3571,ANET,Arista Networks Inc,NYSE,0,0
3572,ANF,Abercrombie & Fitch Company,NYSE,0,0
3573,ANFI,Amira Nature Foods Ltd,NYSE,0,0
3574,ANH,Anworth Mortgage Asset Corp,NYSE,0,0
3575,ANH-A,Anworth Mtg Pfd A,NYSE,0,0
3576,ANH-B,Anworth 6.25 Pr S B,NYSE,0,0
3577,ANH-C,Anworth Mortgage Asset Corpora,NYSE,0,0
3578,ANTM,Anthem Inc,NYSE,0,0
3579,AOD,Alpine Total Dynamic Dividend,NYSE,0,0
3580,AON,AON Plc,NYSE,0,0
3581,AOS,Smith [A.O.] Corp,NYSE,0,0
3582,AP,Ampco-Pittsburgh Corp,NYSE,0,0
3583,APA,Apache Corp,NYSE,0,0
3584,APAM,Artisan Partners Asset Manageme,NYSE,0,0
3585,APB,Asia Pacific Fund Inc,NYSE,0,0
3586,APC,Anadarko Petroleum Corp,NYSE,0,0
3587,APD,Air Products and Chemicals,NYSE,0,0
3588,APF,Morgan Stanley Asia Pacific Fund Inc,NYSE,0,0
3589,APH,Amphenol Corp,NYSE,0,0
3590,APHA,Aphria Inc,NYSE,0,0
3591,APLE,Apple Hospitality REIT Inc,NYSE,0,0
3592,APO,Apollo Global Management Llc C,NYSE,0,0
3593,APO-A,Apollo Global Management Llc Pfd Ser A,NYSE,0,0
3594,APO-B,Apollo Global Management Llc Pfd Ser B,NYSE,0,0
3595,APRN,Blue Apron Holdings Inc,NYSE,0,0
3596,APTS,Preferred Apartment Communities,NYSE,0,0
3597,APTV,Aptiv Plc,NYSE,0,0
3598,APU,Amerigas Partners LP,NYSE,0,0
3599,APY,Apergy Corp,NYSE,0,0
3600,AQ,Aquantia Corp,NYSE,0,0
3601,AQN,Algonquin Pwr & Util,NYSE,0,0
3602,AQNA,Algonquin Power & Utilities Corp,NYSE,0,0
3603,AQUA,Evoqua Water Technologies Corp,NYSE,0,0
3604,AR,Antero Resources Corp,NYSE,0,0
3605,ARA,American Renal Associates Holdi,NYSE,0,0
3606,ARC,American Reprographics Company,NYSE,0,0
3607,ARCH,Arch Coal Inc,NYSE,0,0
3608,ARCO,Arcos Dorados Holdings Inc,NYSE,0,0
3609,ARD,Ardagh Group S.A.,NYSE,0,0
3610,ARDC,Ares Dynamic Credit Allocation,NYSE,0,0
3611,ARE,Alexandria Real Estate Equities,NYSE,0,0
3612,ARE-A,Alexandria Real Estate Equities,NYSE,0,0
3613,ARE-D,Alexandria Real Estate Equitie,NYSE,0,0
3614,ARES,Ares Management LP,NYSE,0,0
3615,ARGD,Argo Grp Itl Snr NTS,NYSE,0,0
3616,ARGO,Argo Group Intl Hlds,NYSE,0,0
3617,ARI,Apollo Commercial Real Estate,NYSE,0,0
3618,ARI-C,Apollo Commercial 8% Cum. Perp. Pfd. Series C,NYSE,0,0
3619,ARL,American Realty Investors,NYSE,0,0
3620,ARLO,Arlo Technologies Inc,NYSE,0,0
3621,ARMK,Aramark Holdings Corp,NYSE,0,0
3622,ARNC,Arconic Inc,NYSE,0,0
3623,AROC,Archrock Inc,NYSE,0,0
3624,ARR,Armour Residential R,NYSE,0,0
3625,ARR-A,Armour Residential REIT Inc,NYSE,0,0
3626,ARR-B,Armour Residential REIT Inc,NYSE,0,0
3627,ARW,Arrow Electronics,NYSE,0,0
3628,ASA,ASA Gold and Precious Metals,NYSE,0,0
3629,ASB,Associated Banc-Corp,NYSE,0,0
3630,ASB-C,Associated Banc-Corp Depositary,NYSE,0,0
3631,ASB-D,Associated Banc-Corp,NYSE,0,0
3632,ASB-E,Associated Banc-Corp Depositary Shs,NYSE,0,0
3633,ASC,Ardmore Shipping Corp,NYSE,0,0
3634,ASG,Liberty All-Star Growth Fund,NYSE,0,0
3635,ASGN,On Assignment,NYSE,0,0
3636,ASH,Ashland Global Holdings Inc,NYSE,0,0
3637,ASIX,Advansix Inc,NYSE,0,0
3638,ASPN,Aspen Aerogels Inc,NYSE,0,0
3639,ASR,Grupo Aeroportuario Del Sureste,NYSE,0,0
3640,ASX,Ase Industrial Holding Co. Ltd,NYSE,0,0
3641,AT,Atlantic Power Corp,NYSE,0,0
3642,ATEN,A10 Networks Inc,NYSE,0,0
3643,ATGE,Adtalem Global Education Inc,NYSE,0,0
3644,ATH,Athene Holding Ltd,NYSE,0,0
3645,ATHM,Autohome Inc,NYSE,0,0
3646,ATI,Allegheny Technologies Inc,NYSE,0,0
3647,ATKR,Atkore International Group,NYSE,0,0
3648,ATO,Atmos Energy Corp,NYSE,0,0
3649,ATR,Aptargroup,NYSE,0,0
3650,ATTO,Atento S.A.,NYSE,0,0
3651,ATU,Actuant Corp,NYSE,0,0
3652,ATUS,Altice USA Inc Class A,NYSE,0,0
3653,ATV,Acorn International,NYSE,0,0
3654,AU,Anglogold Ashanti Ltd,NYSE,0,0
3655,AUO,Au Optronics Corp,NYSE,0,0
3656,AUY,Yamana Gold,NYSE,0,0
3657,AVA,Avista Corp,NYSE,0,0
3658,AVAL,Grupo Aval Acciones Y Valores S,NYSE,0,0
3659,AVB,Avalonbay Communities,NYSE,0,0
3660,AVD,American Vanguard Corp,NYSE,0,0
3661,AVH,Avianca Holdings S.A.,NYSE,0,0
3662,AVK,Advent Claymore Convertible Securities,NYSE,0,0
3663,AVLR,Avalara Inc,NYSE,0,0
3664,AVNS,Avanos Medical Inc,NYSE,0,0
3665,AVP,Avon Products,NYSE,0,0
3666,AVX,Avx Corp,NYSE,0,0
3667,AVY,Avery Dennison Corp,NYSE,0,0
3668,AVYA,Avaya Holdings Corp,NYSE,0,0
3669,AWF,Alliancebernstein Global High Income Fund,NYSE,0,0
3670,AWI,Armstrong World Industries Inc,NYSE,0,0
3671,AWK,American Water Works,NYSE,0,0
3672,AWP,Alpine Global Premier Propertie,NYSE,0,0
3673,AWR,American States Water Company,NYSE,0,0
3674,AX,Axos Financial Inc.,NYSE,0,0
3675,AXE,Anixter International Inc,NYSE,0,0
3676,AXL,American Axle & Manufacturing,NYSE,0,0
3677,AXO,Axos Financial Inc.,NYSE,0,0
3678,AXP,American Express Company,NYSE,0,0
3679,AXR,Amrep Corp,NYSE,0,0
3680,AXS,Axis Capital Holdings,NYSE,0,0
3681,AXS-D,Axis Capital Holdings Ltd,NYSE,0,0
3682,AXS-E,Axis Capital Holdings Ltd,NYSE,0,0
3683,AXTA,Axalta Coating Systems Ltd,NYSE,0,0
3684,AYI,Acuity Brands Inc,NYSE,0,0
3685,AYR,Aircastle Ltd,NYSE,0,0
3686,AYX,Alteryx Inc,NYSE,0,0
3687,AZN,Astrazeneca Plc,NYSE,0,0
3688,AZO,Autozone,NYSE,0,0
3689,AZRE,Azure Power Global Ltd,NYSE,0,0
3690,AZUL,Azul S.A. ADR,NYSE,0,0
3691,AZZ,Azz Inc,NYSE,0,0
3692,B,Barnes Group,NYSE,0,0
3693,BA,Boeing Company,NYSE,0,0
3694,BABA,Alibaba Group Holding,NYSE,0,0
3695,BAC,Bank of America Corp,NYSE,0,0
3696,BAC-A,Bank of America Corp Pfd A,NYSE,0,0
3697,BAC-B,Bank of America Corp. Dep Shs Repstg 1/1000Th In,NYSE,0,0
3698,BAC-C,Bank of America Corp Pfd C,NYSE,0,0
3699,BAC-E,Bank of America Corp Dep R,NYSE,0,0
3700,BAC-K,Bank of America Corp Dep Shs Repstg 1/1000Th Int,NYSE,0,0
3701,BAC-L,Bank of America Corp Pfd L,NYSE,0,0
3702,BAC-W,Bank of America Corp Pfd W,NYSE,0,0
3703,BAC-Y,Bank of America Corp Pfd Y,NYSE,0,0
3704,BAC.A,Bank of America Corp Cl A,NYSE,0,0
3705,BAF,Blackrock Income Inv Quality Trust,NYSE,0,0
3706,BAH,Booz Allen Hamilton Holding Corp,NYSE,0,0
3707,BAK,Braskem S.A.,NYSE,0,0
3708,BAM,Brookfield Asset Management Inc,NYSE,0,0
3709,BAN-D,Bank of California Inc Pref Share Series D,NYSE,0,0
3710,BAN-E,Banc of California Inc,NYSE,0,0
3711,BANC,First Pactrust Bancorp,NYSE,0,0
3712,BAP,Credicorp Ltd,NYSE,0,0
3713,BAS,Basic Energy Services,NYSE,0,0
3714,BAX,Baxter International Inc,NYSE,0,0
3715,BB,Blackberry Ltd,NYSE,0,0
3716,BBD,Banco Bradesco S.A.,NYSE,0,0
3717,BBDC,Barings Bdc Inc,NYSE,0,0
3718,BBDO,Banco Bradesco S.A.,NYSE,0,0
3719,BBF,Blackrock Muni Income Trust,NYSE,0,0
3720,BBK,Blackrock Muni Trust,NYSE,0,0
3721,BBL,Bhp Billiton Plc,NYSE,0,0
3722,BBN,Balckrock Build America Trust,NYSE,0,0
3723,BBT,BB&T Corp,NYSE,0,0
3724,BBT-D,BB&T Corp,NYSE,0,0
3725,BBT-E,BB&T Corp,NYSE,0,0
3726,BBT-F,BB&T Corp,NYSE,0,0
3727,BBT-G,BB&T Corporation Ser G,NYSE,0,0
3728,BBT-H,BB&T Corp,NYSE,0,0
3729,BBU,Brookfield Business Partners LP,NYSE,0,0
3730,BBVA,Banco Bilbao Viscaya Argentaria S.A.,NYSE,0,0
3731,BBW,Build-A-Bear Workshop,NYSE,0,0
3732,BBX,Bbx Capital Corp,NYSE,0,0
3733,BBY,Best Buy Co,NYSE,0,0
3734,BC,Brunswick Corp,NYSE,0,0
3735,BC-A,Brunswick Corp 6.500% Sr Notes Due 2048,NYSE,0,0
3736,BCC,Boise Cascade L.L.C.,NYSE,0,0
3737,BCE,BCE Inc,NYSE,0,0
3738,BCEI,Bonanza Creek Energy Inc,NYSE,0,0
3739,BCH,Banco De Chile,NYSE,0,0
3740,BCO,Brink's Company,NYSE,0,0
3741,BCRH,Blue Capital Reinsurance Holdi,NYSE,0,0
3742,BCS,Barclays Plc,NYSE,0,0
3743,BCS-D,Barclays Bank Plc,NYSE,0,0
3744,BCSF,Bain Capital Specialty Finance Inc.,NYSE,0,0
3745,BCX,Blackrock Resources,NYSE,0,0
3746,BDC,Belden Inc,NYSE,0,0
3747,BDC-B,Belden Inc,NYSE,0,0
3748,BDJ,Blackrock Enhanced Dividend Achievers,NYSE,0,0
3749,BDN,Brandywine Realty Trust,NYSE,0,0
3750,BDX,Becton Dickinson and Company,NYSE,0,0
3751,BDXA,Becton Dickinson & Co,NYSE,0,0
3752,BE,Bloom Energy Corporation Class A,NYSE,0,0
3753,BEDU,Bright Scholar Education Holdings Ltd,NYSE,0,0
3754,BEL,Belmond Ltd,NYSE,0,0
3755,BEN,Franklin Resources,NYSE,0,0
3756,BEP,Brookfield Renewable,NYSE,0,0
3757,BERY,Berry Global Group,NYSE,0,0
3758,BF.A,Brown Forman Inc Cl A,NYSE,0,0
3759,BF.B,Brown Forman Inc Cl B,NYSE,0,0
3760,BFAM,Bright Horizons Family Solutions Inc,NYSE,0,0
3761,BFK,Blackrock Muni Income Trust,NYSE,0,0
3762,BFO,Blackrock Florida Muni 2020 Trust,NYSE,0,0
3763,BFR,Bbva Banco Frances S.A.,NYSE,0,0
3764,BFS,Saul Centers,NYSE,0,0
3765,BFS-C,Saul Centers Inc,NYSE,0,0
3766,BFS-D,Saul Centers Inc Dep Shs Repstg 1/100Th Pfd Ser,NYSE,0,0
3767,BFY,Blackrock New York Muni Trust II,NYSE,0,0
3768,BFZ,Blackrock California Muni Trust,NYSE,0,0
3769,BG,Bunge Ltd,NYSE,0,0
3770,BGB,Blackstone / Gso Strategic Cre,NYSE,0,0
3771,BGG,Briggs & Stratton Corp,NYSE,0,0
3772,BGH,Babson Capital Global Short Du,NYSE,0,0
3773,BGIO,Blackrock 2022 Global Income Opportunity Trust,NYSE,0,0
3774,BGR,Blackrock Energy and Resources Trust,NYSE,0,0
3775,BGS,B&G Foods Holdings,NYSE,0,0
3776,BGT,Blackrock Global,NYSE,0,0
3777,BGX,Blackstone Gso Long Short Credit Fund,NYSE,0,0
3778,BGY,Blackrock International,NYSE,0,0
3779,BH,Biglari Holdings Inc,NYSE,0,0
3780,BH.A,Biglari Holdings Inc. Class A,NYSE,0,0
3781,BHC,Bausch Health Companies Inc,NYSE,0,0
3782,BHE,Benchmark Electronics,NYSE,0,0
3783,BHGE,Baker Hughes A Ge Co. Cl. A,NYSE,0,0
3784,BHK,Blackrock Core Trust,NYSE,0,0
3785,BHLB,Berkshire Hills Bancorp,NYSE,0,0
3786,BHP,Bhp Billiton Ltd,NYSE,0,0
3787,BHR,Braemar Hotels & Resorts Inc,NYSE,0,0
3788,BHR-B,Braemar Hotels & Resorts Inc. Pfd B,NYSE,0,0
3789,BHR-D,Braemar Hotels & Resorts Inc Pfd Ser D,NYSE,0,0
3790,BHV,Blackrock Virginia Muni Trust,NYSE,0,0
3791,BHVN,Biohaven Pharmaceutical Holding Company Ltd,NYSE,0,0
3792,BID,Sotheby's Holdings,NYSE,0,0
3793,BIF,Boulder Growth & Income Fund Inc,NYSE,0,0
3794,BIG,Big Lots,NYSE,0,0
3795,BIO,Bio-Rad Laboratories,NYSE,0,0
3796,BIO.B,Bio Rad Labs Cl B,NYSE,0,0
3797,BIP,Brookfield Infrastructure Partners LP,NYSE,0,0
3798,BIT,Blackrock Multi-Sector Income T,NYSE,0,0
3799,BITA,Bitauto Holdings Ltd,NYSE,0,0
3800,BJ,Bj's Wholesale Club Holdings Inc,NYSE,0,0
3801,BJZ,Blackrock California Muni 2018 Trust,NYSE,0,0
3802,BK,Bank of New York Mellon Corp,NYSE,0,0
3803,BK-C,The Bank of New York Mellon Co,NYSE,0,0
3804,BKD,Brookdale Senior Living Inc,NYSE,0,0
3805,BKE,Buckle Inc,NYSE,0,0
3806,BKH,Black Hills Corp,NYSE,0,0
3807,BKI,Black Knight Inc,NYSE,0,0
3808,BKK,Blackrock Muni 2020 Trust,NYSE,0,0
3809,BKN,Blackrock Investment Quality Municipal,NYSE,0,0
3810,BKS,Barnes & Noble,NYSE,0,0
3811,BKT,Blackrock Income Trust Inc,NYSE,0,0
3812,BKU,BankUnited Inc,NYSE,0,0
3813,BLD,Topbuild Corp,NYSE,0,0
3814,BLE,Blackrock Muni Income Trust II,NYSE,0,0
3815,BLH,Blackrock New York Muni 2018 Trust,NYSE,0,0
3816,BLK,Blackrock,NYSE,0,0
3817,BLL,Ball Corp,NYSE,0,0
3818,BLW,Blackrock Limited Duration Income Trust,NYSE,0,0
3819,BLX,Banco Latinoamericano De Comercio,NYSE,0,0
3820,BMA,Banco Macro S.A.,NYSE,0,0
3821,BME,Blackrock Health Sciences Trust,NYSE,0,0
3822,BMI,Badger Meter,NYSE,0,0
3823,BML-G,Bank America Dep G,NYSE,0,0
3824,BML-H,Bank America Dep H,NYSE,0,0
3825,BML-J,Bank America Dep J,NYSE,0,0
3826,BML-L,Bank America Dep L,NYSE,0,0
3827,BMO,Bank of Montreal,NYSE,0,0
3828,BMS,Bemis Company,NYSE,0,0
3829,BMY,Bristol-Myers Squibb Company,NYSE,0,0
3830,BNED,Barnes & Noble Education Inc C,NYSE,0,0
3831,BNS,Bank of Nova Scotia,NYSE,0,0
3832,BNY,Blackrock New York Muni Trust Inc,NYSE,0,0
3833,BOE,Blackrock Global,NYSE,0,0
3834,BOH,Bank of Hawaii Corp,NYSE,0,0
3835,BOOT,Boot Barn Holdings Inc,NYSE,0,0
3836,BORN,China New Borun Corp,NYSE,0,0
3837,BOX,Box Inc,NYSE,0,0
3838,BP,BP Plc,NYSE,0,0
3839,BPI,Bridgepoint Education,NYSE,0,0
3840,BPK,Blackrock Muni 2018 Trust,NYSE,0,0
3841,BPL,Buckeye Partners LP,NYSE,0,0
3842,BPMP,BP Midstream Partners LP,NYSE,0,0
3843,BPT,BP Prudhoe Bay Royalty Trust,NYSE,0,0
3844,BQH,Blackrock New York Muni Trust,NYSE,0,0
3845,BR,Broadridge Financial Solutions Llc,NYSE,0,0
3846,BRC,Brady Corp,NYSE,0,0
3847,BRFS,Brf-Brasil Foods S.A.,NYSE,0,0
3848,BRK.A,Berkshire Hath Hld Cl A,NYSE,0,0
3849,BRK.B,Berkshire Hath Hld Cl B,NYSE,0,0
3850,BRO,Brown & Brown,NYSE,0,0
3851,BRS,Bristow Group Inc,NYSE,0,0
3852,BRSS,Global Brass and Copper Holdin,NYSE,0,0
3853,BRT,BRT Realty Trust,NYSE,0,0
3854,BRX,Brixmor Property Group Inc,NYSE,0,0
3855,BSA,Brightsphere Investment Group Plc,NYSE,0,0
3856,BSAC,Banco Santander Chile ADR,NYSE,0,0
3857,BSBR,Banco Santander Brasil S.A.,NYSE,0,0
3858,BSD,Blackrock Strategic Muni Trust Inc,NYSE,0,0
3859,BSE,Blackrock New York Muni Income Trust,NYSE,0,0
3860,BSIG,Brightsphere Investment Group Plc,NYSE,0,0
3861,BSL,Blackstone Gso Senior Floating Rate,NYSE,0,0
3862,BSM,Black Stone Minerals LP,NYSE,0,0
3863,BSMX,Grupo Financiero Santander Mexico,NYSE,0,0
3864,BST,Blackrock Science and Technolo,NYSE,0,0
3865,BSTI,Best Inc ADR,NYSE,0,0
3866,BSX,Boston Scientific Corp,NYSE,0,0
3867,BT,Bt Group Plc,NYSE,0,0
3868,BTA,Blackrock Long-Term Muni Advantage Trust,NYSE,0,0
3869,BTE,Baytex Energy Corp,NYSE,0,0
3870,BTI,British American Tobacco Industries,NYSE,0,0
3871,BTO,John Hancock Bank and Thrift Fund,NYSE,0,0
3872,BTT,Blackrock Municipal Target Term,NYSE,0,0
3873,BTU,Peabody Energy Corp,NYSE,0,0
3874,BTZ,Blackrock Preferred,NYSE,0,0
3875,BUD,Anheuser-Busch Inbev S.A.,NYSE,0,0
3876,BUI,Blackrock Utility and Infrastr,NYSE,0,0
3877,BURL,Burlington Stores Inc,NYSE,0,0
3878,BV,Brightview Holdings Inc,NYSE,0,0
3879,BVN,Compania Mina Buenaventura S.A.,NYSE,0,0
3880,BW,Babcock & Wilcox Enterprises I,NYSE,0,0
3881,BWA,Borgwarner Inc,NYSE,0,0
3882,BWG,Legg Mason Bw Global Income Op,NYSE,0,0
3883,BWXT,Bwx Technologies Inc,NYSE,0,0
3884,BX,The Blackstone Group LP,NYSE,0,0
3885,BXC,Bluelinx Holdings Inc,NYSE,0,0
3886,BXE,Bellatrix Exploration Ltd,NYSE,0,0
3887,BXG,Bluegreen Vacations Corporation,NYSE,0,0
3888,BXMT,Blackstone Mortgage Trust Inc Cl A,NYSE,0,0
3889,BXMX,Nuveen Equity Premium,NYSE,0,0
3890,BXP,Boston Properties,NYSE,0,0
3891,BXP-B,Boston Properties Inc,NYSE,0,0
3892,BXS,Bancorpsouth Inc,NYSE,0,0
3893,BY,Byline Bancorp Inc,NYSE,0,0
3894,BYD,Boyd Gaming Corp,NYSE,0,0
3895,BYM,Blackrock Muni Income Quality Trust,NYSE,0,0
3896,BZH,Beazer Homes USA,NYSE,0,0
3897,BZM,Blackrock Maryland Muni Trust,NYSE,0,0
3898,C,Citigroup Inc,NYSE,0,0
3899,C-J,Citigroup Inc Prfd C V7.125 P12/31/49 J,NYSE,0,0
3900,C-K,Citigroup Inc Prfd C V6.875 P12/31/49 K,NYSE,0,0
3901,C-L,Citigroup Inc Prfd C 6.875 P12/31/49 L,NYSE,0,0
3902,C-N,Citigroup Cap Prfd C V7.875 10/30/40,NYSE,0,0
3903,C-S,Citigroup Inc Prfd C 6.3,NYSE,0,0
3904,C.A,Citigroup Inc Wrnt 'A',NYSE,0,0
3905,CAAP,Corporacion America Airports Sa,NYSE,0,0
3906,CABO,Cable One Inc,NYSE,0,0
3907,CACI,Caci International,NYSE,0,0
3908,CADE,Cadence Bancorporation Class A,NYSE,0,0
3909,CAE,Cae Inc,NYSE,0,0
3910,CAF,Morgan Stanley China A Share Fund Inc,NYSE,0,0
3911,CAG,Conagra Brands Inc,NYSE,0,0
3912,CAH,Cardinal Health,NYSE,0,0
3913,CAI,Cai International,NYSE,0,0
3914,CAI-A,Cai International Inc Red Perp Pfd Ser A Fixed/F,NYSE,0,0
3915,CAI-B,Cai International Inc 8.50% Red Perp Pfd Ser B F,NYSE,0,0
3916,CAJ,Canon Inc,NYSE,0,0
3917,CAL,Caleres Inc,NYSE,0,0
3918,CALX,Calix Inc,NYSE,0,0
3919,CANG,Cango Inc. ADR,NYSE,0,0
3920,CAPL,Crossamerica Partners LP,NYSE,0,0
3921,CARS,Cars.com Inc,NYSE,0,0
3922,CAT,Caterpillar Inc,NYSE,0,0
3923,CATO,Cato Corp,NYSE,0,0
3924,CB,Chubb Ltd,NYSE,0,0
3925,CBA,Clearbridge American Energy ML,NYSE,0,0
3926,CBB,Cincinnati Bell Inc,NYSE,0,0
3927,CBB-B,Cincinnati Bell Pr B,NYSE,0,0
3928,CBD,Companhia Brasileira De Distribuicao,NYSE,0,0
3929,CBH,Allianzgi Convertible Income 2024 Target Term Fu,NYSE,0,0
3930,CBK,Christopher & Banks Corp,NYSE,0,0
3931,CBL,Cbl & Associates Properties,NYSE,0,0
3932,CBL-D,Cbl Pfd D,NYSE,0,0
3933,CBL-E,Cbl & Associates Properties I,NYSE,0,0
3934,CBM,Cambrex Corp,NYSE,0,0
3935,CBPX,Continental Building Products,NYSE,0,0
3936,CBRE,CBRE Group Inc,NYSE,0,0
3937,CBS,CBS Corp,NYSE,0,0
3938,CBS.A,CBS Corp,NYSE,0,0
3939,CBT,Cabot Corp,NYSE,0,0
3940,CBU,Community Bank System,NYSE,0,0
3941,CBZ,Cbiz Inc,NYSE,0,0
3942,CC,Chemours Company,NYSE,0,0
3943,CCC,Churchill Capital Corp Class A,NYSE,0,0
3944,CCC.U,Churchill Capital Corp,NYSE,0,0
3945,CCEP,Coca Cola European Partners,NYSE,0,0
3946,CCH,Collier Creek Holdings Class A,NYSE,0,0
3947,CCH.U,Collier Creek Holdings Units,NYSE,0,0
3948,CCI,Crown Castle International Corp,NYSE,0,0
3949,CCI-A,Crown Castle International Corp,NYSE,0,0
3950,CCJ,Cameco Corp,NYSE,0,0
3951,CCK,Crown Cork & Seal Company,NYSE,0,0
3952,CCL,Carnival Corp,NYSE,0,0
3953,CCM,Concord Medical Services,NYSE,0,0
3954,CCO,Clear Channel Outdoor Holdings,NYSE,0,0
3955,CCR,Consol Coal Resources LP,NYSE,0,0
3956,CCS,Century Communities Inc,NYSE,0,0
3957,CCT,Corporate Capital Trust Inc,NYSE,0,0
3958,CCU,Compania Cervecerias Unidas S.A.,NYSE,0,0
3959,CCZ,Comcast Corp,NYSE,0,0
3960,CDAY,Ceridian Hcm Holding Inc,NYSE,0,0
3961,CDE,Coeur Mining Inc,NYSE,0,0
3962,CDR,Cedar Shopping Centers Inc,NYSE,0,0
3963,CDR-B,Cedar Realty Trust Inc,NYSE,0,0
3964,CDR-C,Cedar Realty Trust Inc,NYSE,0,0
3965,CE,Celanese Corp,NYSE,0,0
3966,CEA,China Eastern Airlines Corp Ltd,NYSE,0,0
3967,CEE,Central Europe and Russia Fund,NYSE,0,0
3968,CEIX,Consol Energy Inc,NYSE,0,0
3969,CEL,Cellcom Israel,NYSE,0,0
3970,CELP,Cypress Energy Partners LP,NYSE,0,0
3971,CEM,Clearbridge Energy MLP Fund Inc,NYSE,0,0
3972,CEN,Center Coast MLP & Infrastructure,NYSE,0,0
3973,CEO,Cnooc Ltd,NYSE,0,0
3974,CEPU,Central Puerto S.A. ADR,NYSE,0,0
3975,CEQP,Crestwood Equity Partners LP,NYSE,0,0
3976,CF,Cf Industries Holdings,NYSE,0,0
3977,CFG,Citizens Financial Group Inc/Ri,NYSE,0,0
3978,CFR,Cullen/Frost Bankers,NYSE,0,0
